ID вакансии;Название вакансии;Название компании;Описание вакансии;Ключевые навыки;Населённый пункт;Ссылка на вакансию
37108661;QA Engineer (инженер по тестированию);Top Selection OÜ;Приглашаем в международную компанию по разработке и производству медицинского оборудования нового поколения на основе лазерных технологий инженера по тестированию. Кандидатам из других городов помогаем с релокацией. Обязанности:  Ведение нескольких назначенных проектов ПО управления медицинским оборудованием (область ответственности - этап разработки и согласования требований, этап разработки и проведения тестов). Анализ и уточнение требований заказчика, разработка и ведение документированных требований к ПО управления медицинским оборудованием в рамках назначенных проектов ПО на русском или английском языке в зависимости от специфики проекта. Взаимодействие с командой разработки, UI-дизайнером. Составление и согласование тест-планов. Разработка и ведение документированных тест-кейсов (на русском или английском языке), обеспечение покрытия требований тестами, обеспечение актуальности и трассируемости тестов и требований. Настройка тестовой среды. Ручное и/или автоматизированное тестирование. Документирование и ведение ошибок в JIRA.  Требования:  Высшее образование (желательно профильное техническое). Знание английского языка (чтение технической документации,разговорный для взаимодействия с коллегами в европейских офисах). Опыт аналитической работы в сфере разработки программного обеспечения (разработка и управление требованиями к ПО или ТЗ, анализ требований и разработка тестов на основе требований или аналогичная деятельность). Опыт в тестировании программного обеспечения от 2 лет (функциональное, нагрузочное, интеграционное тестирование). Знание основных критериев качества требований к ПО. Опыт автоматизации тестирования не требуется, но может послужить дополнительным плюсом.  Условия:  Официальная, стабильна, высокая заработная плата. Современное производство и оборудование, комфортное рабочее место. Работа в команде (группа тестирования + взаимодействие с командой разработки). Оформление по ТК РФ, отпуск 28 календарных дней, белая зарплата на карточку. ДМС. Гибкий график начала и окончание рабочего времени. Офис 10 минут пешком от ж.д. станции Фрязино. ;[{'name': 'Atlassian Jira'}, {'name': 'Функциональное тестирование'}, {'name': 'AutoCAD'}, {'name': 'Английский язык'}, {'name': 'Тестирование'}, {'name': 'Медицинское оборудование'}, {'name': 'Техническая документация'}];Москва;https://api.hh.ru/vacancies/37108661
37658742;Тестировщик - автоматизатор;Right Line;"Обязанности:  Создание автотестов; Запуск автотестов и анализ результатов их исполнения; Предварительное ручное тестирование программных систем;  Требования:  Знание core java/groovy (одно из); Знание основ SQL, умение писать простые запросы; Базовый уровень junit/spock; Базовый уровень docker;  Будет плюсом:  Опыт работы в сфере fintech;  Условия:  Оформление по ТК РФ; Белая зарплата (оклад + премии); Гибкое начало рабочего дня (иногда можно работать удалённо); Уютный офис рядом с м.Нагатинская; Заработная плата по результатам собеседования Дружный высокопрофессиональный коллектив Работа на самой передовой технологического прогресса; ";[{'name': 'Java'}, {'name': 'SQL'}, {'name': 'JUnit'}, {'name': 'MS SQL'}, {'name': 'Java SE'}];Москва;https://api.hh.ru/vacancies/37658742
37642001;QA engineer;Artezio;"Artezio – это российская сервисная компания, которая занимается заказной разработкой для клиентов на территории СНГ, США и стран Европы с 2000 года. Сейчас нас 400+ человек в 7 офисах (4 в России и 3 в Беларуси), но мы очень хотим расти, поэтому поставили себе амбициозные планы по набору. Обязанности:  Принимать участие в организации, поддержании и развитии качественного процесса тестирования разрабатываемого ПО; Разрабатывать тестовую документацию (составление и актуализация тест-планов, тест-кейсов, отчетов по тестированию); Проводить интеграционное тестирование взаимодействующих между собой внешних сервисов, партнёрских систем и смежных проектов; Проводить функциональное тестирование front-end/backend; Работать с дефектами: поиск, анализ, регистрация, воспроизведение, проверка исправлений; Управлять процессом контроля качества в рамках команды (сбор и поддержка метрик качеств); Использовать специализированные инструменты для проведения работ по тестированию; Управлять планом автоматизации регрессионного тестирования.  Требования:  Опыт работы в качестве QA инженера от 3 лет; Понимание процессов разработки ПО; Навыки тест-дизайна (тест-кейсы,чек-листы); Опыт тестирования SOAP, REST; Понимание XML и JSON; Базовые знания SQL; Опыт работы с инструментами дефект-менеджмента; Высшее образование; Внимание к деталям, аккуратность, развитые коммуникативные навыки;  Желательно:  Опыт управления командой тестирования.  Условия:  Стандартная пятидневная рабочая неделя, суббота, воскресенье выходной. Варианты гибкого графика обсуждаются индивидуально; Оформление полиса добровольного медицинского страхования, в том числе стоматология; Бесплатные курсы английского языка с опытным преподавателем в офисе; Регулярный пересмотр заработной платы в соответствии с профессиональными достижениями; Выплаты при значимых жизненных событиях, таких как свадьба, рождение ребенка и т.д.; Оформление в соответствии с Трудовым Кодексом; Офис: м. Маяковская ";[{'name': 'SOAP'}, {'name': 'Регресионное тестирование'}, {'name': 'Функциональное тестирование'}, {'name': 'XML'}, {'name': 'REST'}, {'name': 'JSON'}, {'name': 'тест-дизайн'}, {'name': 'тест-кейс'}];Москва;https://api.hh.ru/vacancies/37642001
35048438;Ведущий специалист по тестированию;QIWI;"Создатель самого известного электронного кошелька в России и странах СНГ и генератор успешных финтех проектов, АО QIWI, расширяет команду тестирования своих сервисов. Мы ищем мастера в автоматизированном тестировании бэкэнд систем (API), желающего развиваться и не останавливаться на достигнутом. Вам предстоит:  Тестирование ключевых систем QIWI Кошелька, включая полное покрытие их автотестами (микросервисная архитектура и обмен данными по протоколам Http/Thrift); Участие в релизах сервисов (много взаимодействия с аналитиками, разработчиками и админами); Настройка и поддержание тестовой инфраструктуры (заглушки, CI/CD)    Мы ожидаем:  Знания и опыт программирования тестов на Java; Знание фреймворков для тестирования JUnit/TestNG/Spock и сборки Maven/Gradle; Знакомство с практиками DevOps: TeamCity/Jenkins, Docker/Kubernetes, Chef/Puppet;  Будет плюсом:  Опыт работы с БД (SQL/NoSQL), базовые знания PL/SQL; Знание других JVM языков программирования, например Groovy/Kotlin; Понимание работы платежного ПО; Опыт работ в команде с Agile практиками.    Мы предлагаем:  Оформление по ТК РФ, белую” конкурентоспособную заработную плату, расширенный социальный пакет Премии по результатам работы Команду экспертов, возможность самореализации, сложные и интересные задачи для тех, кто любит настоящие вызовы в работе Развитие – главный и постоянный тренд QIWI. Мы регулярно проводим внутреннее и внешнее обучение для прокачки профессиональных навыков Занятия английским языком в группах или индивидуально онлайн ДМС для наших сотрудников: в него входит большой перечень медицинских услуг, включая стоматологию. Здоровье – это важно! Уютный и современный офис, чтобы каждый человек чувствовал себя в QIWI, как дома Бесплатную крытую парковку для автомобилей и велосипедов ";[];Москва;https://api.hh.ru/vacancies/35048438
37820026;Qa engineer (Middle);Сравни.ру;"Сравни.ру – финансовый супермаркет, мы создаем удобные сервисы и рекомендации для того чтобы помочь людям принимать правильные решения при выборе банковских и страховых продуктов.   Сейчас у нас:   5 млн уникальных пользователей в месяц   8 000 предложений от банков и страховых компании   140 000 отзывов о банках и страховых компаниях     О вакансии  Мы делаем интересный, публичный и открытый веб-проект с современной инфраструктурой. Мы не стартап, история бизнеса компании насчитывает 9 лет. Нам нужен QA с горящими глазами, готовый приложить к проекту все свои навыки и знания. “Умеет и практикует” хороший тест-дизайн и (в разумных рамках) креатив. Всегда готов аргументами поддержать обсуждение тех или иных решений. У нас есть отличная команда коллег - разработчиков, возможности для применения навыков, развития новых скиллов и всё необходимое для комфортной работы.  Требуемые навыки:   Ведение тестовой документации (Написание тест-кейсов/ чек-листов);   Тестирование API(Postman и Swagger);   Чтение и анализ логов (Kibana);   Умение написать простые выборки из БД (SQL);   Понимание принципов работы и построения Web-приложений (протоколы, стеки технологий);   Опыт тестирования сложных компонентов (реклама, биллинг ...);   Работа с Git / TeamCity;   Работа с багтрекинг системами: Jira, YouTrack и т.д.;   Знание хотя бы одного языка программирования будет плюсом;   Знание Scrum процессов.   Чем будете заниматься:   Анализировать требования и писать чек-листы / тест-кейсы;   Проводить ручное тестирование front-end’а / backend’а нашего приложения;   Работать с дефектами (Диагностирование проблемы, анализ, занесение в багтрекер, отслеживание, проверка исправления);   Конфигурировать тестовые стенды (навыки работы с .NET приложениями приветствуются);   Выкатывать релизные/хотфикс сборки;   Использовать опыт команды, улучшать существующую базу знаний собственными наработками;   Поддерживать в актуальном состоянии регрессионный тест-набор (мы используем TestRail) и участвовать в выкладке релизов;   Работать в команде (Scrum) и постоянно улучшать процесс разработки.   Мы используем:  OS: Windows; Стек .NET: ASP.NET/C# ; Windows Services; Node.js Deploy Tool: Octopus Deploy; RDBMS: MS SQL; MQ: RabbitMQ.  Наши возможности:  Профессиональная и продуктивная команда из 150+ сотрудников, перспективы карьерного роста; Доход, соответствующий рынку, а также вашему опыту и скиллам; Оформление по ТК РФ, полностью белая з/п; ДМС после успешного прохождения испытательного срока; Work–life balance; Прозрачные, структурированные и продуктивные рабочие процессы; Участие в Talks, конференциях и семинарах; Стильный офис на 25, 26 этаже с видом на всю Москву (прямо у метро Римская/Площадь Ильича); Лаунж зона, кинотеатр, PlayStation 4, настольный теннис, корпоративная библиотека, фрукты, чай и зерновой кофе; ";[{'name': 'Git'}, {'name': 'QA'}, {'name': 'Swagger'}, {'name': 'Postman'}];Москва;https://api.hh.ru/vacancies/37820026
37624676;QA Tester;Идаже;В scrum-команду, работающую на постоянной основе на крупного европейского заказчика, требуется опытный QA-тестер. Требования   Analyze feature requirements   Writing test specs, test cases, and test plans   Functional testing   UI/UX testing   Acceptance tests, smoke tests, regression tests   Testing on a variety of platforms   Bug reporting in Jira   Well English   Well Communication Skills   System is a micro-service architecture. With a lots of apps / 3rd party integrations. The goal is to improve the QA and extend the metrics. Ждем от соискателей:  Готовность развиваться, учиться новому Умение работать в команде Готовность выполнить небольшое тестовое задание  Наши условия:  Высокая оплата труда Удаленная работа Работа по SCRUM-методологии в составе международной команды Регулярные тренинги в Германии  Мы также ищем beckend и frontend разработчиков. Смотрите открытые вакансии компании.;[{'name': 'Atlassian Jira'}, {'name': 'MS SQL'}, {'name': 'Scrum'}, {'name': 'Английский язык'}];Москва;https://api.hh.ru/vacancies/37624676
37646462;Тестировщик web;Extyl-pro;"Extyl набирает супергероев. Присоединяйся к нам для покорения digital. За 17 лет в клиентском production собрали слаженную команду, автоматизировали рутину и даже обзавелись собственным баром :) Лидеры рынка интеграторов/production. Личный кабинет для «Роснефти», документооборот для Volkswagen, дилерский портал для Cordiant, проекты для Сбербанка и Ростелекома — громкие проекты делаются здесь, внутри. Старт карьеры. Сотруднику назначаем наставника, проводим адаптацию и принимаем экзамены. Рост в компании. Растем на 50-100% в год: сотрудники вырастают как внутри своего отдела или возглавляя новые направления. Всегда есть чем заняться. Жизнь внутри. У нас есть настольный футбол, комната отдыха с массажным креслом, кальян. Каждую пятницу мы играем в покер или другие активити.   Обязанности:  тестирование сайтов согласно регламенту и ТЗ тестирование верстки и дизайна сайтов и веб-систем интеграционное, функциональное тестирование  Требования:  знакомство с web-системами, сайтами, корп. порталами, в частности, с 1С-Битрикс внимательность, внимание к деталями составление тест-кейсов, отчетов о проведении приемочных испытаний желательно: авто-тестирования (python, selenium webdriver), опыт проведения нагрузочного тестирования  Что вас ждет:  Офис у метро Павелецкая, возможность гибкого графика. Рабочий ноутбук и периферия. Свой бар, кальян и массажное кресло. Корпоративная библиотека. Субсидии для обучения и роста сотрудников. Субсидированная парковка для сотрудников. Наставничество &amp; семинары. Заработная плата: оклад Возможность обучиться верстке/программирование/тестированию для интересующихся. Для всех сотрудников и их семей действует партнерская программа Extyl-Club - скидки в Аэрофлоте, X-Fit, re:store и еще десятке партнеров и клиентов компании. ";[];Москва;https://api.hh.ru/vacancies/37646462
37639594;Тестировщик (Стажер);Лига Цифровой Экономики;"В связи с расширением проекта по тестированию требуется тестировщик-стажер.Плюсом будут знания в SQL, Java, желание развиваться в тестировании, автотестировании. Обязанности:  Тестирование функционала; Написание тест-кейсов; Согласование тест-кейсов; Написание скриптов для автоматизированного тестирования;  Требования:  Высшее техническое образование и технический склад ума; Выпускник ВУЗа, либо учащийся на последнем курсе (возможность работать полный день, 40 часов в неделю), Опытный пользователь ПК ; Знание SQL; Базовые знания принципов построения и функционирования информационных систем; Знание технологий и стандартов тестирования ПО – дополнительный плюс; ";[{'name': 'SQL'}];Москва;https://api.hh.ru/vacancies/37639594
37615913;Специалист по тестированию;Kelly;"Крупная международная компания по производству товаров для личного ухода в поиске Специалиста тестирования. Если для Вас актуальна стабильность трудоустройства, Вы ориентируетесь на развитие навыков, Вам интересно сотрудничество с мировым лидером рынка - будем рады познакомиться! Обязанности:   Участие в разработке чек листов, тест-кейсов для нового функционала;   Участие в функциональном тестировании и тестирование пользовательского интерфейса ПО;   Участие в регрессионном тестировании при переходе на новый релиз;   Участие в тестировании совместимости с рабочей средой ПО;   Взаимодействие с разработчиками ПО, администраторами баз данных и администраторами веб-серверов с целью понимания технических особенностей приложений и структур баз данных.   Условия:   Официальное оформление согласно ТК РФ, штатная позиция;   Достойный уровень дохода;   Годовой бонус по результатам проекта;   ДМС, страхование жизни;   Скидка 40% на продукцию компании и другие корпоративные льготы;   Местоположение: метро Речной вокзал / метро Беломорская.   Требования:  Высшее образование; Английский язык минимум b1;  Опыт работы в аналогичной должности от полугода;   Умение составлять SQL-запросы;   Знания в написании use cases и сценариев тестирования (как преимущество);   Знания в написании тест-кейсов для автоматизированного тестирования (как преимущество);   Аналитические навыки.  ";[{'name': 'Тестирование'}, {'name': 'SQL'}, {'name': 'Функциональное тестирование'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Регресcионное тестирование'}];Москва;https://api.hh.ru/vacancies/37615913
37646578;Mobile QA / Тестировщик мобильных приложений;Joom;"Joom — международный мобильный маркетплейс, самый быстрорастущий e-Commerce сервис Европы. Первую версию приложения мы запустили летом 2016-го года, к текущему моменту у нас более 200 миллионов установок по всему миру.Сейчас мы в поисках ещё одного инженера по тестированию в команду, которая занимается обеспечением качества сервиса Joom. Эта команда отвечает за ручное тестирование мобильных приложений, веб-сервисов, бекенд-систем, а также API для мобильных клиентов. Если вам интересно находить ошибки, добиваться их исправления, а также выдвигать собственные предложения по улучшению продукта для счастья пользователей, то приходите к нам работать! Задачи:  заниматься ручным тестированием мобильных приложений (в основном) и веб-сервисов; участвовать в улучшении продукта, взаимодействовать с командой разработки.  Требования:  тестирование мобильных и веб-приложений последние 2 года (опыт мобильного тестирования - обязательное требование); умение сниферить HTTPS трафик и модифицировать запросы/ответы с помощью снифера (Charles, Fiddler и другие); понимать особенности OS и жизненного цикла приложений; знать консоль разработчика и понимать веб-технологии.  Будет плюсом:  знать методологии и обладать навыками оптимизации процессов тестирования.  Условия работы:   красивый и удобный офис в районе м. Динамо/Аэропорт/ЦСКА;   релокационный пакет для соискателей не из Москвы;   белая зарплата, одна из самых высоких на рынке;   пакет акций компании;   гибкий график;   любое оборудование для работы на выбор;   ДМС и 100% оплачиваемые больничные;   ипотечная программа после двух лет работы;   бесплатные обеды и ужины.  ";[];Москва;https://api.hh.ru/vacancies/37646578
35084396;Инженер по обеспечению качества (QA Engineer);Trinity Digital;"Ищем тестировщика мобильных приложений в команду Trinity Monsters.​​ Мы занимаемся разработкой с 2013 года и входим в ТОП-10 лучших разработчиков Москвы. У нас небольшой коллектив, с которым мы реализуем амбициозные проекты (Nespresso, Азбука Вкуса, Газпром-Нефть, ВТБ). Наши некоторые проекты:  Nespresso- разработка нескольких enterprise приложений для сотрудников компании Nestlé Россия Азбука Вкуса- сервис для доставки продуктов и товаров от сети супермаркетов премиум-класса Газпром-Нефть - разработка enterprise приложений для сотрудников компании Газпром Express Nails - комплексная платформа для мгновенного вызова маникюрного мастера домой или в офис  От вас мы ждём:  проведение функционального, нефункционального и регрессионного тестирования тестирование: web, mobile, backend проведение ручного функционального тестирования задач различной направленности: пользовательский интерфейс, бизнес-логика, интеграции и т.д.; создание и поддержание тестовой документации, выполнять тестовые прогоны умение декомпозировать задачу, выделять главное, задавать правильные вопросы, находить причину умение планировать, расставлять приоритеты и эффективно планировать рабочее время понимание клиент-серверной архитектуры и принципов работы веб-приложений; опыт работы с git системами опыт работы с REST API сильные аналитические и коммуникативные навыки  Что мы предлагаем:  работа с разнообразными интерсными и амбициозными проектами сложные технические задачи, возможность развития и роста дружелюбный коллектив корпоративные активности и праздники просторный комфортный офис с кухней, чаем, кофе и т.д. возможность влиять на продукт и вносить свои идеи оформление по ТК РФ офис в 2-х минутах от метро Охотный ряд ";[{'name': 'iOS'}, {'name': 'QA'}, {'name': 'Управление проектами'}, {'name': 'Регресcионное тестирование'}, {'name': 'Тестирование'}, {'name': 'Функциональное тестирование'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Android'}];Москва;https://api.hh.ru/vacancies/35084396
37634066;Web Penetration Tester;Непрерывные Технологии;"Открыта вакансия для пентестеров различного уровня по направлениям безопасности приложений и безопасности инфраструктуры. Требования, перечисленные ниже, не претендуют на точность и полноту. Не стесняйтесь откликаться, если знаете не всё перечисленное. Но если не знаете ничего, стоит задуматься ;)   Обязанности:  Участие в проектах по тестированию на проникновение и анализу защищённости; Работа как с российскими, так и зарубежными заказчиками (корпорации, стартапы, банки, компании любого размера и из различных индустрий); Работа в команде и взаимодействие с заказчиками в рамках проекта; При желании: совместные исследования, разработка продуктов и сервисов.    Требования: Поскольку обычно требования к вакансиям довольно размыты, мы сделали их подробнее и примерно отсортировали по уровню для возможности самопроверки.   Знание принципов протокола HTTP;   Умение пользоваться основными функциями Burp Suite и других популярных сканеров (ZAP / Acunetix / Netsparker / Arachni);   Навыки OSINT и багхантерской разведки;   Умение писать простые скрипты для работы с сетью, чтоб парсить что-то (знание регулярных выражений), эксплуатировать баги и т. д;   Знакомство с OWASP Testing Guide, понимание этапов анализа защищённости и соответствующего инструментария.   Уверенное владение всем необходимым инструментарием (Burp Suite, расширения, различные сканеры и нюансы их конфигурации);  Понимание методологии пентестов и подходов к аппсеку, умение формулировать стандартные рекомендации по исправлению багов; Умение корректно оценивать уровень риска уязвимостей; Уверенное владение одним стеком веб-технологий, умение читать код и разбираться в архитектуре других стеков (например, практические умения кодить под Django + опыт анализа проектов на C#); Знакомство с различными протоколами, технологиями и атаками на них (например, OAuth, JWT, GraphQL, websockets, GWT, Faces); Понимание механизмов безопасности браузеров (SOP, cookies, CSP, HSTS, и т. д.).    Условия:  Работа удалённо или в офисе в Москве (можно частично удалённо); Удобный офис класса А в коворкинге Рабочая станция; Гибкий график; Время на исследования и публикации; Участие в конференциях и обучение.   ";[{'name': 'пентест'}, {'name': 'анализ защищённости'}, {'name': 'burp suite'}, {'name': 'metasploit'}, {'name': 'owasp'}];Москва;https://api.hh.ru/vacancies/37634066
36347727;Тестировщик программного обеспечения;Научно-производственная компания ИТЭЛМА;"Обязанности:  Разрабатывать сценарии тестирования Разрабатывать модульные тесты Анализировать и прорабатывать требования Проводить тестирование Документирование найденных дефектов и составление отчетов по тестированию  Требования:  Высшее-техническое образование Знание программ: MS Visual Studio, Keil, IAR, Eclipse, JIRA, Git, SVN, LDRA Алгоритмический склад ума; Английский технический.  Условия:  Современное радиоэлектронное производство График 5/2 сб., вс.- выходной Компенсация за питание Своевременная выплата заработной платы 2 раза в месяц Оплачиваемый отпуск 28 календарных дней Оплачиваемые командировки (менее 1 раза в 3 месяца) Бесплатная отапливаемая парковка м. Нагатинская, бизнес-центр Ньютон Плаза Модный офис класса А   ";[{'name': 'Английский язык'}, {'name': 'MS Visual Studio'}, {'name': 'Тестирование'}, {'name': 'JIRA'}, {'name': 'Git'}, {'name': 'SVN'}];Москва;https://api.hh.ru/vacancies/36347727
36793897;Тестировщик ПО;ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ;"Обязанности:  Тестирование ПО, разрабатываемого компанией.  Требования:   опыт ручного тестирования от 6 мес.;   опыт работы с технической и пользовательской документацией;   навыки оформления ошибок;   навыки создания тестовых сценариев;   понимание клиент-серверной архитектуры;   умение и желание работать в команде;   умение принимать самостоятельные решения.   Дополнительным плюсом будет:  знание программ автоматизированного тестирования; опыт тестирования API; знание С#.  Условия:  Испытательный срок 3 месяца. Оформление в соответствии с ТК РФ. Достойная заработная плата (оклад + премия) - по результатам собеседования. Премия по итогам работы за год, материальная помощь к отпуску, интересные корпоративные мероприятия, дружный молодой коллектив. Возможность профессионального роста. ";[];Москва;https://api.hh.ru/vacancies/36793897
37655131;Automation QA Engineer Web;Логистик Тайм;"Мы занимаемся разработкой и поддержкой высоконагруженных проектов для крупных финансовых, маркетинговых и телекоммуникационных компаний, в том числе с мировой известностью. Наша команда - это профессионалы, готовые делиться опытом, помогать расти и становиться экспертом в своей области.Мы ищем сильных специалистов в нашу команду, которые не боятся сложных задач, хотят учиться новому, ценят гибкость рабочих процессов и отсутствие бюрократии. Наши пожелания:  Понимание принципов разработки и тестирования; Знание методов и технологий тестирования; Опыт разработки\написания автотестов на Java\Kotlin; Опыт автоматизации на базе Selenium WebDriver+JUnit+Cucumber (+Gradle/Maven); Опыт работы с баг-трекинговыми системами (Jira, Redmine, YouTrack или др.); Навыки работы с системами контроля версия (Git); Высшее образование в IT сфере.  Будет плюсом:  Опыт работы с *nix системами; Опыт разработки и поддержки автотестового окружения (CI, хранение, информирование и т.д.); Знание английского языка на уровне чтения профессиональной литературы.  Обязанности:  Написание и поддержка автотестов; Анализ отчетов прогонов; Организация и поддержка тестового окружения; Взаимодействие с группой разработки и тестирования.  Мы предлагаем:  Достойный уровень заработной платы (зависит от пожеланий и профессионально уровня кандидата); Поездки на ИТ-конференции, митапы, учебные курсы за счет компании; Оплачиваемый отпуск 28 календарных дней, подарки для сотрудников и их детей; Современный и комфортный офис; Возможность гибкого начала рабочего дня; Удобное рабочее место, оборудованное современной техникой; Бесплатные корпоративные обеды и сладости; Перспективы материального и профессионального роста; Возможность релокации в Европу. ";[];Москва;https://api.hh.ru/vacancies/37655131
37616845;Тестировщик ПО;Газпромбанк;"У нас амбициозная цель – стать самым инновационным Банком России и мы быстро движемся в этом направлении. Требования:  Опыт работы с системами баг-трекинга Знание основных методологий тестирования и умение применять их на практике Опыт интеграционного тестирования Знание SQL (на уровне выборки данных из нескольких таблиц) Опыт работы с XML  Обязанности:  Анализ требований Написание тестовых сценариев Актуализация тестовых сценариев Организация системного тестирования Проведение интеграционного тестирования Работа с дефектами Подготовка ПМИ  Условия:    Современный офис в центре города ( БЦ Оазис, м. Добрынинская); Применение новейших технологий; Высокий уровень компетенции коллег, постоянный обмен опытом; Возможность обучения за счет компании, участие в конференциях; Хороший соцпакет (ДМС с первого месяца работы, льготы и скидки на фитнес, авиабилеты и др). ";[{'name': 'SQL'}, {'name': 'XML'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Базы данных'}, {'name': 'Анализ данных'}];Москва;https://api.hh.ru/vacancies/37616845
